id,name,type,category,emirate,area,zone,zoneCode,maps,source,verified
"uae-rak-marjan-island-market-6","Central Marjan Island Bazaar 6","Market","Market","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Central%20Marjan%20Island%20Bazaar%206%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-restaurant-area-1","Pearl Marjan Island Restaurant Village 1","Restaurant Area","Restaurant Area","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Pearl%20Marjan%20Island%20Restaurant%20Village%201%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-restaurant-area-2","Marina Marjan Island Food Hall 2","Restaurant Area","Restaurant Area","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Marina%20Marjan%20Island%20Food%20Hall%202%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-restaurant-area-3","Creek Marjan Island Dining District 3","Restaurant Area","Restaurant Area","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Creek%20Marjan%20Island%20Dining%20District%203%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-restaurant-area-4","Heritage Marjan Island Restaurant Village 4","Restaurant Area","Restaurant Area","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Heritage%20Marjan%20Island%20Restaurant%20Village%204%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-restaurant-area-5","Central Marjan Island Food Hall 5","Restaurant Area","Restaurant Area","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Central%20Marjan%20Island%20Food%20Hall%205%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-restaurant-area-6","Vista Marjan Island Dining District 6","Restaurant Area","Restaurant Area","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Vista%20Marjan%20Island%20Dining%20District%206%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-event-venue-1","Marina Marjan Island Arena 1","Event Venue","Event Venue","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Marina%20Marjan%20Island%20Arena%201%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-event-venue-2","Creek Marjan Island Exhibition Centre 2","Event Venue","Event Venue","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Creek%20Marjan%20Island%20Exhibition%20Centre%202%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-event-venue-3","Heritage Marjan Island Event Hall 3","Event Venue","Event Venue","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Heritage%20Marjan%20Island%20Event%20Hall%203%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-event-venue-4","Central Marjan Island Arena 4","Event Venue","Event Venue","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Central%20Marjan%20Island%20Arena%204%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-event-venue-5","Vista Marjan Island Exhibition Centre 5","Event Venue","Event Venue","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Vista%20Marjan%20Island%20Exhibition%20Centre%205%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-marjan-island-event-venue-6","Elite Marjan Island Event Hall 6","Event Venue","Event Venue","Ras Al Khaimah","Marjan Island","Marjan Island","Z6","https://maps.google.com/?q=Elite%20Marjan%20Island%20Event%20Hall%206%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-1","Creek RAK City Collection 1","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Creek%20RAK%20City%20Collection%201%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-2","Heritage RAK City Tower 2","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Heritage%20RAK%20City%20Tower%202%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-3","Central RAK City Apartments 3","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Central%20RAK%20City%20Apartments%203%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-4","Vista RAK City Hotel 4","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Vista%20RAK%20City%20Hotel%204%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-5","Elite RAK City Suites 5","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Elite%20RAK%20City%20Suites%205%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-6","Signature RAK City Resort 6","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Signature%20RAK%20City%20Resort%206%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-7","Garden RAK City Residence 7","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Garden%20RAK%20City%20Residence%207%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-8","Palace RAK City Collection 8","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Palace%20RAK%20City%20Collection%208%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-9","Harbour RAK City Tower 9","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Harbour%20RAK%20City%20Tower%209%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-10","Oasis RAK City Apartments 10","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Oasis%20RAK%20City%20Apartments%2010%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-11","Skyline RAK City Hotel 11","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Skyline%20RAK%20City%20Hotel%2011%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-12","Metro RAK City Suites 12","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Metro%20RAK%20City%20Suites%2012%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-13","Cultural RAK City Resort 13","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Cultural%20RAK%20City%20Resort%2013%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-14","Golden RAK City Residence 14","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Golden%20RAK%20City%20Residence%2014%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-15","Palm RAK City Collection 15","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Palm%20RAK%20City%20Collection%2015%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-16","Grand RAK City Tower 16","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Grand%20RAK%20City%20Tower%2016%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-17","Royal RAK City Apartments 17","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Royal%20RAK%20City%20Apartments%2017%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-18","City RAK City Hotel 18","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=City%20RAK%20City%20Hotel%2018%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-19","Pearl RAK City Suites 19","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Pearl%20RAK%20City%20Suites%2019%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-20","Marina RAK City Resort 20","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Marina%20RAK%20City%20Resort%2020%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-21","Creek RAK City Residence 21","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Creek%20RAK%20City%20Residence%2021%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-22","Heritage RAK City Collection 22","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Heritage%20RAK%20City%20Collection%2022%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-23","Central RAK City Tower 23","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Central%20RAK%20City%20Tower%2023%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-24","Vista RAK City Apartments 24","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Vista%20RAK%20City%20Apartments%2024%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-25","Elite RAK City Hotel 25","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Elite%20RAK%20City%20Hotel%2025%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-26","Signature RAK City Suites 26","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Signature%20RAK%20City%20Suites%2026%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-27","Garden RAK City Resort 27","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Garden%20RAK%20City%20Resort%2027%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-28","Palace RAK City Residence 28","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Palace%20RAK%20City%20Residence%2028%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-29","Harbour RAK City Collection 29","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Harbour%20RAK%20City%20Collection%2029%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-30","Oasis RAK City Tower 30","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Oasis%20RAK%20City%20Tower%2030%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-31","Skyline RAK City Apartments 31","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Skyline%20RAK%20City%20Apartments%2031%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-32","Metro RAK City Hotel 32","Hotel","Hotel","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Metro%20RAK%20City%20Hotel%2032%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-apartment-1","Heritage RAK City Residence 1","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Heritage%20RAK%20City%20Residence%201%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-apartment-2","Central RAK City Executive Apartments 2","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Central%20RAK%20City%20Executive%20Apartments%202%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-apartment-3","Vista RAK City Hotel Apartments 3","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Vista%20RAK%20City%20Hotel%20Apartments%203%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-apartment-4","Elite RAK City Residence 4","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Elite%20RAK%20City%20Residence%204%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-apartment-5","Signature RAK City Executive Apartments 5","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Signature%20RAK%20City%20Executive%20Apartments%205%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-apartment-6","Garden RAK City Hotel Apartments 6","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Garden%20RAK%20City%20Hotel%20Apartments%206%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-apartment-7","Palace RAK City Residence 7","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Palace%20RAK%20City%20Residence%207%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-apartment-8","Harbour RAK City Executive Apartments 8","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Harbour%20RAK%20City%20Executive%20Apartments%208%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-apartment-9","Oasis RAK City Hotel Apartments 9","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Oasis%20RAK%20City%20Hotel%20Apartments%209%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-apartment-10","Skyline RAK City Residence 10","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Skyline%20RAK%20City%20Residence%2010%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-apartment-11","Metro RAK City Executive Apartments 11","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Metro%20RAK%20City%20Executive%20Apartments%2011%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-apartment-12","Cultural RAK City Hotel Apartments 12","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Cultural%20RAK%20City%20Hotel%20Apartments%2012%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-apartment-13","Golden RAK City Residence 13","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Golden%20RAK%20City%20Residence%2013%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-apartment-14","Palm RAK City Executive Apartments 14","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Palm%20RAK%20City%20Executive%20Apartments%2014%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-apartment-15","Grand RAK City Hotel Apartments 15","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Grand%20RAK%20City%20Hotel%20Apartments%2015%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-apartment-16","Royal RAK City Residence 16","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Royal%20RAK%20City%20Residence%2016%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-apartment-17","City RAK City Executive Apartments 17","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=City%20RAK%20City%20Executive%20Apartments%2017%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-hotel-apartment-18","Pearl RAK City Hotel Apartments 18","Hotel Apartment","Hotel Apartment","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Pearl%20RAK%20City%20Hotel%20Apartments%2018%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-resort-1","Central RAK City Desert Resort 1","Resort","Resort","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Central%20RAK%20City%20Desert%20Resort%201%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-resort-2","Vista RAK City Resort 2","Resort","Resort","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Vista%20RAK%20City%20Resort%202%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-resort-3","Elite RAK City Beach Resort 3","Resort","Resort","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Elite%20RAK%20City%20Beach%20Resort%203%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-resort-4","Signature RAK City Desert Resort 4","Resort","Resort","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Signature%20RAK%20City%20Desert%20Resort%204%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-resort-5","Garden RAK City Resort 5","Resort","Resort","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Garden%20RAK%20City%20Resort%205%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-resort-6","Palace RAK City Beach Resort 6","Resort","Resort","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Palace%20RAK%20City%20Beach%20Resort%206%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-resort-7","Harbour RAK City Desert Resort 7","Resort","Resort","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Harbour%20RAK%20City%20Desert%20Resort%207%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-resort-8","Oasis RAK City Resort 8","Resort","Resort","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Oasis%20RAK%20City%20Resort%208%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
"uae-rak-rak-city-resort-9","Skyline RAK City Beach Resort 9","Resort","Resort","Ras Al Khaimah","RAK City","RAK City","Z6","https://maps.google.com/?q=Skyline%20RAK%20City%20Beach%20Resort%209%20Ras%20Al%20Khaimah%20UAE","generated-seed","false"
