name,type,category,stars,zone,note,access,source,confidence
Abu Dhabi City Park Point 01,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 02,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 03,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 04,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 05,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 06,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 07,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 08,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 09,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 10,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 11,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 12,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 13,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 14,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 15,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 16,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 17,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 18,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 19,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 20,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 21,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 22,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 23,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 24,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 25,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 26,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 27,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 28,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Park Point 29,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Mosque Point 01,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Mosque Point 02,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Mosque Point 03,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Mosque Point 04,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Mosque Point 05,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Mosque Point 06,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Mosque Point 07,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Mosque Point 08,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Mosque Point 09,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Mosque Point 10,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Mosque Point 11,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Mosque Point 12,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Mosque Point 13,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Mosque Point 14,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Mosque Point 15,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Mosque Point 16,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Mosque Point 17,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Mosque Point 18,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Mosque Point 19,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Abu Dhabi City Mosque Point 20,Attraction,Attraction,,Abu Dhabi City,Generated UAE point-of-interest seed row for MVP testing; replace with verified venue record before live operations.,Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
